VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1984,1984,2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1985,1985,2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1986,1986,3.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1987,1987,5.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1988,1988,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1989,1989,8.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1990,1990,3.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1991,1991,8.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1992,1992,6.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1993,1993,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1994,1994,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1995,1995,6.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1996,1996,1.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1997,1997,1.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1998,1998,6.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,1999,1999,8.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2000,2000,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2001,2001,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2002,2002,3.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2003,2003,12.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2004,2004,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2005,2005,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2006,2006,8.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2007,2007,6.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2008,2008,5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2009,2009,1.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2010,2010,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2011,2011,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2012,2012,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2013,2013,3.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2014,2014,3.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2015,2015,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2016,2016,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2017,2017,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,NOR,Norway,2018,2018,1.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1980,1980,11.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1981,1981,13.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1982,1982,14.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1983,1983,16.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1984,1984,14.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1985,1985,11,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1986,1986,13,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1987,1987,15.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1988,1988,11.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1989,1989,10.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1990,1990,12.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1991,1991,12.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1992,1992,9.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1993,1993,11.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1994,1994,11,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1995,1995,9.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1996,1996,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1997,1997,5.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1998,1998,4.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,1999,1999,5.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2000,2000,7.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2001,2001,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2002,2002,5.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2003,2003,4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2004,2004,4.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2005,2005,3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2006,2006,2.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2007,2007,2.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2008,2008,4.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2009,2009,1.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2010,2010,2.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2011,2011,2.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2012,2012,1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2013,2013,1.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2014,2014,2.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2015,2015,1.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2016,2016,2.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2017,2017,2.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,POL,Poland,2018,2018,1.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1980,1980,19.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1981,1981,19.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1982,1982,22.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1983,1983,15.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1984,1984,15.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1985,1985,10,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1986,1986,8.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1987,1987,12.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1988,1988,6.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1989,1989,10.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1990,1990,10.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1991,1991,12,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1992,1992,9.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1993,1993,6.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1994,1994,9.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1995,1995,8.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1996,1996,5.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1997,1997,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1998,1998,7.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,1999,1999,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2000,2000,2.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2001,2001,6.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2002,2002,6.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2003,2003,7.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2004,2004,8.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2005,2005,2.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2006,2006,5.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2007,2007,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2008,2008,3.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2009,2009,7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2010,2010,7.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2011,2011,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2012,2012,4.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2013,2013,6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2014,2014,7.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2015,2015,7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2016,2016,8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2017,2017,12.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,PRT,Portugal,2018,2018,17.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1980,1980,8.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1981,1981,2.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1982,1982,4.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1983,1983,1.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1984,1984,12.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1985,1985,5.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1986,1986,4.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1987,1987,3.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1988,1988,16.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1989,1989,10,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1990,1990,6.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1991,1991,14,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1992,1992,1.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1993,1993,12.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1994,1994,6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1995,1995,8.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1996,1996,5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1997,1997,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1998,1998,8.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,1999,1999,10.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2000,2000,1.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2001,2001,15.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2002,2002,7.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2003,2003,3.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2004,2004,5.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2005,2005,3.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2006,2006,5.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2007,2007,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2008,2008,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2009,2009,11.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2010,2010,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2011,2011,9.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2012,2012,3.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2013,2013,1.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2014,2014,3.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2015,2015,1.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2016,2016,6.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2017,2017,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2018,2018,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SVK,Slovak Republic,2019,2019,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1980,1980,11,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1981,1981,9.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1982,1982,10.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1983,1983,7.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1984,1984,5.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1985,1985,4.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1986,1986,5.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1987,1987,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1988,1988,5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1989,1989,2.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1990,1990,5.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1991,1991,3.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1992,1992,4.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1993,1993,3.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1994,1994,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1995,1995,3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1996,1996,3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1997,1997,2.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1998,1998,2.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,1999,1999,3.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2000,2000,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2001,2001,4.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2002,2002,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2003,2003,4.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2004,2004,4.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2005,2005,3.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2006,2006,2.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2007,2007,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2008,2008,4.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2009,2009,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2010,2010,4.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2011,2011,3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2012,2012,2.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2013,2013,4.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2014,2014,2.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2015,2015,3.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2016,2016,3.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2017,2017,3.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,ESP,Spain,2018,2018,1.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1980,1980,8.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1981,1981,4.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1982,1982,4.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1983,1983,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1984,1984,2.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1985,1985,5.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1986,1986,2.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1987,1987,4.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1988,1988,8.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1989,1989,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1990,1990,3.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1991,1991,4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1992,1992,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1993,1993,5.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1994,1994,0.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1995,1995,3.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1996,1996,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1997,1997,3.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1998,1998,7.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,1999,1999,1.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2000,2000,4.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2001,2001,4.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2002,2002,6.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2003,2003,2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2004,2004,4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2005,2005,7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2006,2006,7.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2007,2007,1.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2008,2008,7.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2009,2009,7.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2010,2010,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2011,2011,1.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2012,2012,5.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2013,2013,8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2014,2014,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2015,2015,4.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2016,2016,3.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2017,2017,5.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,SWE,Sweden,2018,2018,4.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1980,1980,5.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1981,1981,6.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1982,1982,12,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1983,1983,5.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1984,1984,1.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1985,1985,5.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1986,1986,3.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1987,1987,6.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1988,1988,10,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1989,1989,3.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CHE,Switzerland,1990,1990,6,,
