cou,country,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,change
WLD,World,11.776,11.818,11.838999999999999,11.866,11.809000000000001,11.661,11.602,11.529,11.395,11.291,11.172,11.152,11.148,11.133,11.026,10.963999999999999,10.933,10.975999999999999,11.084,11.136,11.186,11.298,11.026,11.042,10.937999999999999,11.254,10.979,11,0.7759999999999998
ASEAN,ASEAN,6.608,6.555,6.5009999999999994,6.442,6.394,6.374,6.386,6.346,6.357,6.369,6.341,6.399,6.519,6.612,6.693,6.728999999999999,6.8149999999999995,6.888999999999999,7.007,7.058,7.1,7.134,7.252000000000001,7.159000000000001,7.1129999999999995,7.192,7.132,7.266,-0.6580000000000004
MNE,Montenegro,8.948,9.042,9.187999999999999,9.451,9.701,9.919,10.266,10.702,11.088,11.316,11.447,11.594999999999999,11.753,11.948,12.008,12.161999999999999,12.192,12.078,11.93,11.82,11.646999999999998,12.012,11.441,11.193000000000001,10.969,11.288,10.919,11.056000000000001,-2.1080000000000005
G20,G20,11.626000000000001,11.709,11.777000000000001,11.85,11.838000000000001,11.709,11.675,11.645,11.562,11.486,11.413,11.42,11.449,11.475999999999999,11.399000000000001,11.395,11.352,11.440999999999999,11.642,11.796,11.966000000000001,12.2,11.849,12.021,11.951,12.184999999999999,11.921,12.006,-0.379999999999999
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",12.452,12.594999999999999,12.738,12.856,12.886,12.721,12.711,12.696,12.602,12.526,12.511,12.547,12.593,12.637,12.607,12.611,12.565,12.684000000000001,12.952,13.155000000000001,13.421,13.713000000000001,13.342,13.619,13.604,13.890999999999998,13.638,13.725,-1.2729999999999997
SSD,South Sudan,9.361,9.698,10.008,10.552,10.815,10.542,10.352,9.908000000000001,9.396,8.719999999999999,8.235,7.864,7.611,7.481999999999999,7.4510000000000005,7.582000000000001,7.7940000000000005,7.975999999999999,7.944,7.763999999999999,7.476,7.593,7.528,7.321,6.932,7.593,6.786,6.681,2.6800000000000006
EA19,Euro area (19 countries),10.148,10.086,9.872,9.809000000000001,9.664000000000001,9.545,9.431,9.273,9.235,9.147,8.972,8.88,8.83,8.814,8.496,8.406,8.297,8.289,8.261,8.246,8.147,8.171,7.83,7.699,7.433999999999999,7.643,7.3469999999999995,7.3919999999999995,2.7560000000000002
OECDAO,OECD Asia Oceania,7.1370000000000005,7.145,7.117999999999999,7.063000000000001,6.973,6.946,6.829,6.785,6.863,6.892,6.793000000000001,6.7459999999999996,6.728999999999999,6.772,6.738,6.769,6.724,6.78,6.815,6.836,6.878,6.971,6.713000000000001,6.7509999999999994,6.5169999999999995,6.526999999999999,6.247,6.348,0.7890000000000006
OECDAM,OECD America,7.74,7.652000000000001,7.556,7.6290000000000004,7.56,7.529,7.487,7.46,7.432,7.428,7.337,7.371,7.427,7.453,7.327999999999999,7.359999999999999,7.343,7.323,7.412000000000001,7.441,7.326,7.554,7.241999999999999,7.148,6.913,6.869,6.561,6.665,1.0750000000000002
EECCA,"Eastern Europe, Caucasus and Central Asia",17.73,18.281,19.405,21.835,23.231,22.468,21.777,20.835,20.271,21.168,21.518,22.183,22.962,23.206,22.869,22.951,21.802,21.276,21.163,19.861,19.367,18.503999999999998,17.56,17.046,16.367,17.017,16.265,16.029,1.7010000000000005
LAC,Latin America and Caribbean,6.068,6.01,6.095,6.152,6.15,6.118,6.164,6.172,6.2170000000000005,6.187,6.056,6.077,6.143,6.2059999999999995,6.163,6.111000000000001,6.1850000000000005,6.271,6.388,6.519,6.523,6.638,6.519,6.491,6.333,6.311999999999999,6.245,6.399,-0.3310000000000004
